premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,ollama_category,business_type_final,is_chain
MAC`S SPEED SHOP,19601 LIVERPOOL PY,Charlotte,NC,,MAC S SPEED SHOP,,other,food_truck,other,0
MAC`S SPEED SHOP,2414 SANDY PORTER RD,Charlotte,NC,,MAC S SPEED SHOP,,other,food_truck,other,0
MAC`S SPEED SHOP,2511 SOUTH BV,Charlotte,NC,,MAC S SPEED SHOP,,other,food_truck,other,0
MAERSK CAFETERIA,9300 ARROWPOINT BV,Charlotte,NC,,MAERSK CAFETERIA,,coffee_shop,,coffee_shop,0
MAGGIANOS LITTLE ITALY,4400 SHARON RD,Charlotte,NC,,MAGGIANOS LITTLE ITALY,,other,other,other,0
MAGIC SUSHI,517 UNIVERSITY CENTER BV,Charlotte,NC,,MAGIC SUSHI,,asian_japanese,,asian_japanese,0
MAGOS TAQUERIA AND BAR,7520 S TRYON ST,Charlotte,NC,,MAGOS TAQUERIA AND BAR,,bar,,bar,0
MAHANA FRESH BALLANTYNE,14815 BALLANTYNE VILLAGE WY,Charlotte,NC,,MAHANA FRESH BALLANTYNE,,other,grocery_deli,grocery_deli,0
MAHARANI INDIAN CUISINE,901 S KINGS DR,Charlotte,NC,,MAHARANI INDIAN CUISINE,,asian_other,,asian_other,0
MAI JAPANESE RESTAURANT,2215 AYRSLEY TOWN BV,Charlotte,NC,,MAI JAPANESE RESTAURANT,,full_service,,full_service,0
MAINSTREET MARKET,9201 UNIVERSITY CITY BV,Charlotte,NC,,MAINSTREET MARKET,,grocery_deli,,grocery_deli,0
MAIZ AGUA SAL TORTILLERIA,1018 JAY ST,Charlotte,NC,,MAIZ AGUA SAL TORTILLERIA,,other,mexican,mexican,0
MAL PAN SOUTHPARK,4625 PIEDMONT ROW DR,Charlotte,NC,,MAL PAN SOUTHPARK,,other,fast_food_burger,fast_food_burger,0
MAMA MIA TOO,101 N MAXWELL AV,Charlotte,NC,,MAMA MIA TOO,,other,fast_food_pizza,fast_food_pizza,0
MAMA RICOTTAS/GK,601 S KINGS DR,Charlotte,NC,,MAMA RICOTTAS/GK,,other,other,other,0
MAMAKA BOWLS,200 W TREMONT AV,Charlotte,NC,,MAMAKA BOWLS,,other,asian_chinese,asian_chinese,0
MAMAS CARIBBEAN GRILL,1504 CENTRAL AV,Charlotte,NC,,MAMAS CARIBBEAN GRILL,,full_service,,full_service,0
MAMAS PIZZA EXPRESS OF CORNELIUS,19741 S MAIN ST,Charlotte,NC,,MAMAS PIZZA EXPRESS OF CORNELIUS,,pizza,,pizza,0
MAMAS PIZZA EXPRESS,14132 STATESVILLE RD,Charlotte,NC,,MAMAS PIZZA EXPRESS,,pizza,,pizza,0
MANDARIN RESTAURANT,9548 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,MANDARIN RESTAURANT,,full_service,,full_service,0
MANDOLINOS ARTISAN PIZZA,208 S MAIN ST,Charlotte,NC,,MANDOLINOS ARTISAN PIZZA,,pizza,,pizza,0
MANHATTAN BAGEL,8040 PROVIDENCE RD,Charlotte,NC,,MANHATTAN BAGEL,,other,bakery_cafe,bakery_cafe,0
MANO BELLA ITALIAN ARTISAN FOOD,721 GOVERNOR MORRISON ST,Charlotte,NC,,MANO BELLA ITALIAN ARTISAN FOOD,,other,other,other,0
MAOLAS PIZZERIA & RESTAURANT,20129 N MAIN ST,Charlotte,NC,,MAOLAS PIZZERIA & RESTAURANT,,pizza,,pizza,0
MAR & TIERRA RESTAURANT,4426 S TRYON ST,Charlotte,NC,,MAR & TIERRA RESTAURANT,,full_service,,full_service,0
MARCO'S PIZZA #8292,6816 MATTHEWS-MINT HILL RD,Charlotte,NC,,MARCO S PIZZA,,pizza,,pizza,0
MARGARITAS MEXICAN RESTAURANT OF REA FARMS,9805 SANDY ROCK PL,Charlotte,NC,,MARGARITAS MEXICAN RESTAURANT OF REA FARMS,,mexican,,mexican,0
MARGARITAS MEXICAN RESTAURANT,10056 E INDEPENDENCE BV,Charlotte,NC,,MARGARITAS MEXICAN RESTAURANT,,mexican,,mexican,0
MARGARITAS MEXICAN RESTAURANT,4824 BEREWICK TOWN CENTER DR,Charlotte,NC,,MARGARITAS MEXICAN RESTAURANT,,mexican,,mexican,0
MARGARITAS MOUNTAIN ISLAND,3818 CORNING PL,Charlotte,NC,,MARGARITAS MOUNTAIN ISLAND,,other,bar,bar,0
"MARGAUXS WINE, PIZZA, & MARKET",316 MAIN ST,Charlotte,NC,,MARGAUXS WINE PIZZA & MARKET,,pizza,,pizza,0
MARIA'S RESTAURANT,5234 SOUTH BV,Charlotte,NC,,MARIA S RESTAURANT,,full_service,,full_service,0
MARIA`S GRILL,2801 W SUGAR CREEK RD,Charlotte,NC,,MARIA S GRILL,,full_service,,full_service,0
MARIPOSA,500 S TRYON ST,Charlotte,NC,,MARIPOSA,,other,other,other,0
MARISCOS NAYARIT,6023 ALBEMARLE RD,Charlotte,NC,,MARISCOS NAYARIT,,other,mexican,mexican,0
MARKET AT DUBOIS,320 E 9TH ST,Charlotte,NC,,MARKET AT DUBOIS,,grocery_deli,,grocery_deli,0
MARKET EXPRESS #17385,5600 BROOKSHIRE BV,Charlotte,NC,,MARKET EXPRESS,,grocery_deli,,grocery_deli,0
MARLEE JEANS RAW BAR & KITCHEN,121 DEPOT ST,Charlotte,NC,,MARLEE JEANS RAW BAR & KITCHEN,,bar,,bar,0
"MARQUEE LOUNGE, THE",3131 TUCKASEEGEE RD,Charlotte,NC,,MARQUEE LOUNGE,,other,bar,bar,0
MARY'S MEXICAN RESTAURANT,118 TOM HUNTER RD,Charlotte,NC,,MARY S MEXICAN RESTAURANT,,mexican,,mexican,0
MASA SUSHI ASIAN GRILL,12806 S TRYON ST,Charlotte,NC,,MASA SUSHI ASIAN GRILL,,asian_japanese,,asian_japanese,0
MASALA MASTEE,107 N MAIN ST,Charlotte,NC,,MASALA MASTEE,,other,other,other,0
MASTI INDIAN RESTAURANT AND BAR,128 BREVARD CT,Charlotte,NC,,MASTI INDIAN RESTAURANT AND BAR,,bar,,bar,0
MATADOR,1215 SOUTH BV,Charlotte,NC,,MATADOR,,other,fast_food_mexican,fast_food_mexican,0
MATTIES DINER,3100 THE PLAZA,Charlotte,NC,,MATTIES DINER,,full_service,,full_service,0
MCALISTERS DELI #100957,4830 BEREWICK TOWN CENTER DR,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI #1067,19930 WEST CATAWBA AV,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI #1072,2706 W MALLARD CREEK CHURCH RD,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI #1085,2217 MATTHEWS TOWNSHIP PY,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI #1209,4805 PARK RD,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI #1237,9864 REA RD,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI #1257,11025 CAROLINA PLACE PY,Charlotte,NC,,MCALISTERS DELI,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI COLINAYRE,15127 BALLANCROFT PY,Charlotte,NC,,MCALISTERS DELI COLINAYRE,,fast_food_sandwich,,fast_food_sandwich,0
MCALISTERS DELI UPTOWN,101 S TRYON ST,Charlotte,NC,,MCALISTERS DELI UPTOWN,,fast_food_sandwich,,fast_food_sandwich,0
MCDONALD'S #13052,413 TYVOLA RD,Charlotte,NC,,MCDONALD S,,other,fast_food_burger,fast_food_burger,0
MCDONALD'S #14547,20500 TORRENCE CHAPEL RD,Charlotte,NC,,MCDONALD S,,other,fast_food_burger,fast_food_burger,0
MCDONALD'S #31295,9710 REA RD,Charlotte,NC,,MCDONALD S,,other,fast_food_burger,fast_food_burger,0
MCDONALD'S #6685,1201 W SUGAR CREEK RD,Charlotte,NC,,MCDONALD S,,other,fast_food_burger,fast_food_burger,0
MCDONALD'S RESTAURANT #32836,14220 BOREN ST,Charlotte,NC,,MCDONALD S RESTAURANT,,full_service,,full_service,0
MCDONALD'S TRYON #6788,4440 S TRYON ST,Charlotte,NC,,MCDONALD S TRYON,,other,fast_food_burger,fast_food_burger,0
MCDONALD'S,2820 BOYER ST,Charlotte,NC,,MCDONALD S,,other,fast_food_burger,fast_food_burger,0
MCDONALDS  #13361,6428 FAIRVIEW RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS # 11174,9150 LAWYERS RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #07396,8900 J M KEYNES DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #10619,5800 E W T HARRIS BV,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #10943,9607 E INDEPENDENCE BV,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #11200,5005 SUNSET RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #11604 ARBORETUM,3315 PINEVILLE-MATTHEWS RD,Charlotte,NC,,MCDONALDS ARBORETUM,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #14668,8121 UNIVERSITY CITY BV,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #16603 PAVILION,9505 SOUTH BV,Charlotte,NC,,MCDONALDS PAVILION,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #17239,3058 EASTWAY DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #19282,16835 STATESVILLE RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #19283,6225 OLD SUGAR CREEK RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #19561,1620 SARDIS RD N,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #2355,6301 ALBEMARLE RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #29236,2625 SOUTH BV,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #33024 CARMEL COMMONS,7721 PINEVILLE-MATTHEWS RD,Charlotte,NC,,MCDONALDS CARMEL COMMONS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #33276,10249 CANE CREEK DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #34737,9320 STEELE CREEK RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #35337,720 MERIDIAN CENTER DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #35403,9414 NORTHLAKE WEST DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #35414,8560 PARK RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #3575,2518 BEATTIES FORD RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #37272,7051 SOUTH BV,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #37614 WAVERLY,11620 WAVERLY CENTER DR,Charlotte,NC,,MCDONALDS WAVERLY,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #38724,2603 SAM WILSON RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #39688,5635 N TRYON ST,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #39729,10720 WOODLAND BEAVER RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #41038,2845 SONOMA VALLEY DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #563,2745 FREEDOM DR,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #5762,1035 N WENDOVER RD,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #6434 PINEVILLE,8824 PINEVILLE-MATTHEWS RD,Charlotte,NC,,MCDONALDS PINEVILLE,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS #6463,2301 CENTRAL AV,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS OF CALLABRIDGE,9725 CALLABRIDGE CT,Charlotte,NC,,MCDONALDS OF CALLABRIDGE,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALDS,8038 S TRYON ST,Charlotte,NC,,MCDONALDS,MCDONALDS,fast_food_burger,,fast_food_burger,1
MCDONALD`S #31213,14110 RIVERGATE PY,Charlotte,NC,,MCDONALD S,,other,fast_food_burger,fast_food_burger,0
MCGUIRE OFFICE COMPLEX,13225 MCGUIRE NUCLEAR STATION RD,Charlotte,NC,,MCGUIRE OFFICE COMPLEX,,other,institutional,institutional,0
MCKOY`S SMOKEHOUSE AND SALOON,4630 OLD PINEVILLE RD,Charlotte,NC,,MCKOY S SMOKEHOUSE AND SALOON,,other,bbq,bbq,0
MCNINCH HOUSE RESTAURANT,511 N CHURCH ST,Charlotte,NC,,MCNINCH HOUSE RESTAURANT,,full_service,,full_service,0
MEAN MUG COFFEE COMPANY,11025 CAROLINA PLACE PY,Charlotte,NC,,MEAN MUG COFFEE COMPANY,,coffee_shop,,coffee_shop,0
MEAN MUG COFFEE CO,6801 NORTHLAKE MALL DR,Charlotte,NC,,MEAN MUG COFFEE,,coffee_shop,,coffee_shop,0
MECK COUNTY JAIL NORTH FOODSVC,5235 SPECTOR DR,Charlotte,NC,,MECK COUNTY JAIL NORTH FOODSVC,,other,institutional,institutional,0
MEGA BALEADA,7631 SHARON LAKES RD,Charlotte,NC,,MEGA BALEADA,,other,fast_food_mexican,fast_food_mexican,0
MELLOW MUSHROOM #139,14835 BALLANTYNE VILLAGE WY,Charlotte,NC,,MELLOW MUSHROOM,,other,coffee_shop,coffee_shop,0
MELLOW MUSHROOM #169,255 W MARTIN LUTHER KING JR BV,Charlotte,NC,,MELLOW MUSHROOM,,other,coffee_shop,coffee_shop,0
"MELTING POT, THE",16625 STATESVILLE RD,Charlotte,NC,,MELTING POT,,other,mexican,mexican,0
MELTING POT,901 S KINGS DR,Charlotte,NC,,MELTING POT,,other,mexican,mexican,0
MENS CLUB OF CHARLOTTE,444 TYVOLA RD,Charlotte,NC,,MENS CLUB OF CHARLOTTE,,other,institutional,institutional,0
MENYA DARUMA,1941 E 7TH ST,Charlotte,NC,,MENYA DARUMA,,other,mexican,mexican,0
MERCHANT AND TRADE,303 S CHURCH ST,Charlotte,NC,,MERCHANT AND TRADE,,other,other,other,0
MERCY HOSPITAL,2001 VAIL AV,Charlotte,NC,,MERCY HOSPITAL,,other,institutional,institutional,0
MERE'S,2400 PARK RD,Charlotte,NC,,MERE S,,other,fast_food_burger,fast_food_burger,0
MERTS HEART & SOUL,214 N COLLEGE ST,Charlotte,NC,,MERTS HEART & SOUL,,other,other,other,0
MESTIZO CONTEMPORARY MEXICAN CUISINE,121 N MAIN ST,Charlotte,NC,,MESTIZO CONTEMPORARY MEXICAN CUISINE,,mexican,,mexican,0
METLIFE CAFE,11225 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,METLIFE CAFE,,coffee_shop,,coffee_shop,0
METRO DINER #3005,10412 E INDEPENDENCE BV,Charlotte,NC,,METRO DINER,,full_service,,full_service,0
METRO DINER HUNTERSVILLE,14211 REESE BV,Charlotte,NC,,METRO DINER HUNTERSVILLE,,full_service,,full_service,0
METRO DINER,8334 PINEVILLE-MATTHEWS RD,Charlotte,NC,,METRO DINER,,full_service,,full_service,0
MEZCAL.87 BAR & LOUNGE,4724 OLD PINEVILLE RD,Charlotte,NC,,MEZCAL BAR & LOUNGE,,bar,,bar,0
MEZCALI MEXICAN RESTAURANT,14212 STATESVILLE RD,Charlotte,NC,,MEZCALI MEXICAN RESTAURANT,,mexican,,mexican,0
MEZEH GRILL @ OPTIMIST,1115 N BREVARD ST,Charlotte,NC,,MEZEH GRILL OPTIMIST,,full_service,,full_service,0
MEZEH MEDITERRANEAN GRILL STRAWBERRY HILL,4920 OLD SARDIS RD,Charlotte,NC,,MEZEH MEDITERRANEAN GRILL STRAWBERRY HILL,,full_service,,full_service,0
MEZEH MEDITERRANEAN GRILL UNCC,8926 J M KEYNES DR,Charlotte,NC,,MEZEH MEDITERRANEAN GRILL UNCC,,full_service,,full_service,0
MEZZANOTTE,2907 PROVIDENCE RD,Charlotte,NC,,MEZZANOTTE,,other,pizza,pizza,0
MI BARRIO HALAL LATIN GRILL,7308 E INDEPENDENCE BV,Charlotte,NC,,MI BARRIO HALAL LATIN GRILL,,bar,,bar,0
MI PUEBLO #11,1820 SARDIS RD N,Charlotte,NC,,MI PUEBLO,,other,mexican,mexican,0
MI TIERRA COLOMBIAN RESTAURANT,10405 PARK RD,Charlotte,NC,,MI TIERRA COLOMBIAN RESTAURANT,,full_service,,full_service,0
MI TIERRA RESTAURANT,816 E ARROWOOD RD,Charlotte,NC,,MI TIERRA RESTAURANT,,full_service,,full_service,0
MI TIERRA,3209 EASTWAY DR,Charlotte,NC,,MI TIERRA,,other,mexican,mexican,0
MICH TOCUMBO,6300 SOUTH BV,Charlotte,NC,,MICH TOCUMBO,,other,mexican,mexican,0
MICH TOCUMBO,6301 N TRYON ST,Charlotte,NC,,MICH TOCUMBO,,other,mexican,mexican,0
MICO AT GRAND BOHEMIAN,201 W TRADE ST,Charlotte,NC,,MICO AT GRAND BOHEMIAN,,other,other,other,0
MICROSOFT PSS,8055 MICROSOFT WY,Charlotte,NC,,MICROSOFT PSS,,other,institutional,institutional,0
MIDDAY AT THE TOWER,1718 E 4TH ST,Charlotte,NC,,MIDDAY AT THE TOWER,,other,other,other,0
MIDDLE C JAZZ,300 SOUTH BREVARD AVE,Charlotte,NC,,MIDDLE C JAZZ,,other,bar,bar,0
MIDDLE JAMES BREWING COMPANY,400 N POLK ST,Charlotte,NC,,MIDDLE JAMES BREWING COMPANY,,other,coffee_shop,coffee_shop,0
MIDNIGHT DINER,420 E TRADE ST,Charlotte,NC,,MIDNIGHT DINER,,full_service,,full_service,0
MIDTOWN TAVERN,1500 E 3RD ST,Charlotte,NC,,MIDTOWN TAVERN,,bar,,bar,0
MIDWOOD SMOKEHOUSE BIRKDALE/GK,16710 BIRKDALE COMMONS PY,Charlotte,NC,,MIDWOOD SMOKEHOUSE BIRKDALE/GK,,other,bbq,bbq,0
MIDWOOD SMOKEHOUSE CLT AIRPORT,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,MIDWOOD SMOKEHOUSE CLT AIRPORT,,other,bbq,bbq,0
MIDWOOD SMOKEHOUSE OF BALLANTYNE/GK,12410 JOHNSTON RD,Charlotte,NC,,MIDWOOD SMOKEHOUSE OF BALLANTYNE/GK,,other,bbq,bbq,0
MIDWOOD SMOKEHOUSE/GK,1401 CENTRAL AV,Charlotte,NC,,MIDWOOD SMOKEHOUSE/GK,,other,bbq,bbq,0
MIDWOOD SMOKEHOUSE/GK,540 BRANDYWINE RD,Charlotte,NC,,MIDWOOD SMOKEHOUSE/GK,,other,bbq,bbq,0
MIGUELS RESTAURANT,4252 BUSINESS CENTER DR,Charlotte,NC,,MIGUELS RESTAURANT,,full_service,,full_service,0
MIKES VEGAN GRILL,440 E MCCULLOUGH DR,Charlotte,NC,,MIKES VEGAN GRILL,,full_service,,full_service,0
MIKI'S RESTAURANT,1819 MATTHEWS TOWNSHIP PY,Charlotte,NC,,MIKI S RESTAURANT,,full_service,,full_service,0
MIKU ASIAN KITCHEN AND BAR,8129 ARDREY KELL RD,Charlotte,NC,,MIKU ASIAN KITCHEN AND BAR,,bar,,bar,0
MILANOS PIZZA AND PASTA,9640 S TRYON ST,Charlotte,NC,,MILANOS PIZZA AND PASTA,,pizza,,pizza,0
MILKBREAD DAVIDSON,624 JETTON ST,Charlotte,NC,,MILKBREAD DAVIDSON,,other,bakery_cafe,bakery_cafe,0
MILKBREAD MIDWOOD,1431 CENTRAL AV,Charlotte,NC,,MILKBREAD MIDWOOD,,other,bakery_cafe,bakery_cafe,0
MILY AND LALO,3210 N SHARON AMITY RD,Charlotte,NC,,MILY AND LALO,,other,other,other,0
MIMOSA GRILL/HORACES HOT CHICKEN,327 S TRYON ST,Charlotte,NC,,MIMOSA GRILL/HORACES HOT CHICKEN,,fast_food_chicken,,fast_food_chicken,0
MINGFU CHINESE & SUSHI,115 W JOHN ST,Charlotte,NC,,MINGFU CHINESE & SUSHI,,asian_japanese,,asian_japanese,0
MINT HILL ROCK STORE BAR-B-Q,7032 BRIGHTON PARK DR,Charlotte,NC,,MINT HILL ROCK STORE BAR-B-Q,,bar,,bar,0
MIRO SPANISH GRILLE,12239 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,MIRO SPANISH GRILLE,,full_service,,full_service,0
MIZU,3100 APEX DR,Charlotte,NC,,MIZU,,other,fast_food_chicken,fast_food_chicken,0
MOA KOREAN BBQ & BAR,128 S TRYON ST,Charlotte,NC,,MOA KOREAN BBQ & BAR,,bar,,bar,0
MOCCO BISTRO,4004 SOUTH BV,Charlotte,NC,,MOCCO BISTRO,,full_service,,full_service,0
MOD PIZZA BALLANTYNE,15127 BALLANCROFT PY,Charlotte,NC,,MOD PIZZA BALLANTYNE,,pizza,,pizza,0
MOD PIZZA BEREWICK,4830 BEREWICK TOWN CENTER DR,Charlotte,NC,,MOD PIZZA BEREWICK,,pizza,,pizza,0
MOD PIZZA MATTHEWS,10420 E INDEPENDENCE BV,Charlotte,NC,,MOD PIZZA MATTHEWS,,pizza,,pizza,0
MOD PIZZA RIVERGATE,14318 RIVERGATE VIEW DR,Charlotte,NC,,MOD PIZZA RIVERGATE,,pizza,,pizza,0
MOD PIZZA STRAWBERRY HILL,4914 OLD SARDIS RD,Charlotte,NC,,MOD PIZZA STRAWBERRY HILL,,pizza,,pizza,0
MOE'S SOUTHWEST GRILL #6031,8536 UNIVERSITY CITY BV,Charlotte,NC,,MOE S SOUTHWEST GRILL,,full_service,,full_service,0
MOES SOUTHWEST GRILL #105,1500 EAST BV,Charlotte,NC,,MOES SOUTHWEST GRILL,MOES,fast_food_mexican,,fast_food_mexican,1
MOE`S SOUTHWEST GRILL #1447,16933 KAUFINGER ST,Charlotte,NC,,MOE S SOUTHWEST GRILL,,full_service,,full_service,0
MONARCH MARKET,101 N TRYON ST,Charlotte,NC,,MONARCH MARKET,,grocery_deli,,grocery_deli,0
MONDAY NIGHT BREWING,2217 S TRYON ST,Charlotte,NC,,MONDAY NIGHT BREWING,,other,bar,bar,0
MONTERREY MEXICAN RESTAURANT,10707 PARK RD,Charlotte,NC,,MONTERREY MEXICAN RESTAURANT,,mexican,,mexican,0
MONTERREY MEXICAN RESTAURANT,9623 E INDEPENDENCE BV,Charlotte,NC,,MONTERREY MEXICAN RESTAURANT,,mexican,,mexican,0
MONTERREY RESTAURANTE MEXICANO,1001 E W T HARRIS BV,Charlotte,NC,,MONTERREY RESTAURANTE MEXICANO,,mexican,,mexican,0
MOO & BREW MATTHEWS,250 N TRADE ST,Charlotte,NC,,MOO & BREW MATTHEWS,,other,fast_food_burger,fast_food_burger,0
MOO & BREW,1300 CENTRAL AV,Charlotte,NC,,MOO & BREW,,other,fast_food_burger,fast_food_burger,0
MOON THAI &JAPANESE CUISINE,4425 SHARON RD,Charlotte,NC,,MOON THAI &JAPANESE CUISINE,,asian_other,,asian_other,0
MOOSEHEAD GRILL,1807 MONTFORD DR,Charlotte,NC,,MOOSEHEAD GRILL,,full_service,,full_service,0
MOOYAH BURGERS FRIES AND SHAKES,2233 MATTHEWS TOWNSHIP PY,Charlotte,NC,,MOOYAH BURGERS FRIES AND SHAKES,,fast_food_burger,,fast_food_burger,0
MORAZAN RESTAURANT CENTRAL AVENUE,4918 CENTRAL AV,Charlotte,NC,,MORAZAN RESTAURANT CENTRAL AVENUE,,full_service,,full_service,0
MORAZAN RESTAURANT,201 ARCHDALE DR,Charlotte,NC,,MORAZAN RESTAURANT,,full_service,,full_service,0
MORAZAN RESTAURANT,5421 SOUTH BV,Charlotte,NC,,MORAZAN RESTAURANT,,full_service,,full_service,0
MOREHEAD INN,1122 E MOREHEAD ST,Charlotte,NC,,MOREHEAD INN,,other,institutional,institutional,0
MORTIMER`S PUB & CAFE,210 E TRADE ST,Charlotte,NC,,MORTIMER S PUB & CAFE,,coffee_shop,,coffee_shop,0
MORTONS THE STEAKHOUSE,227 W TRADE ST,Charlotte,NC,,MORTONS THE STEAKHOUSE,,coffee_shop,,coffee_shop,0
MOUNTAIN ISLAND BP,2211 VINNIE'S WY,Charlotte,NC,,MOUNTAIN ISLAND BP,,other,food_truck,other,0
MR CHARLES CHICKEN AND FISH TOO,8006 CAMBRIDGE COMMONS DR,Charlotte,NC,,MR CHARLES CHICKEN AND FISH TOO,,fast_food_chicken,,fast_food_chicken,0
MR CHARLES CHICKEN AND FISH UPTOWN,413 DALTON AV,Charlotte,NC,,MR CHARLES CHICKEN AND FISH UPTOWN,,fast_food_chicken,,fast_food_chicken,0
MR GS,5027 MORRIS FIELD DR,Charlotte,NC,,MR GS,,other,other,other,0
MR TOKYO JAPANESE RESTAURANT,10012 BENFIELD RD,Charlotte,NC,,MR TOKYO JAPANESE RESTAURANT,,full_service,,full_service,0
MR TOKYO JAPANESE RESTAURANT,8334 PINEVILLE-MATTHEWS RD,Charlotte,NC,,MR TOKYO JAPANESE RESTAURANT,,full_service,,full_service,0
MR TOKYO MATTHEWS,10412 E INDEPENDENCE BV,Charlotte,NC,,MR TOKYO MATTHEWS,,other,asian_japanese,asian_japanese,0
MSC INDUSTRIAL SUPPLY,525 HARBOUR PLACE DR,Charlotte,NC,,MSC INDUSTRIAL SUPPLY,,other,institutional,institutional,0
MUGS,5126 PARK RD,Charlotte,NC,,MUGS,,other,coffee_shop,coffee_shop,0
MURAYA,200 E BLAND ST,Charlotte,NC,,MURAYA,,other,other,other,0
MUSASHI JAPANESE RESTAURANT,10110 JOHNSTON RD,Charlotte,NC,,MUSASHI JAPANESE RESTAURANT,,full_service,,full_service,0
MYERS PARK UNITED METHODIST CHURCH,1501 QUEENS RD,Charlotte,NC,,MYERS PARK UNITED METHODIST CHURCH,,other,other,other,0
NAF NAF GRILL,10706 PROVIDENCE RD,Charlotte,NC,,NAF NAF GRILL,,full_service,,full_service,0
NAKATO JAPANESE STEAKHOUSE,8500 PINEVILLE-MATTHEWS RD,Charlotte,NC,,NAKATO JAPANESE STEAKHOUSE,,coffee_shop,,coffee_shop,0
NAKATO JAPANESE STEAKHOUSE,8601 UNIVERSITY EXECUTIVE PARK DR,Charlotte,NC,,NAKATO JAPANESE STEAKHOUSE,,coffee_shop,,coffee_shop,0
NANA MORRISON'S SOUL FOOD,2908 OAK LAKE BV,Charlotte,NC,,NANA MORRISON S SOUL FOOD,,other,other,other,0
