premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual,ollama_category,ollama_confidence,ollama_reason,ollama_raw
NH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LN,Charlotte,NC,,NH PRESBYTERIAN MEDICAL CENTER,,other,,institutional,1.0,hospital,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hospital""}"
NICHOLS #6,9245 WILKINSON BV,Charlotte,NC,,NICHOLS,,other,,institutional,1.0,school,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school""}"
NIGHT SWIM BREVARD,1824 N BREVARD ST,Charlotte,NC,,NIGHT SWIM BREVARD,,other,,other,0.8,No clear indication of food establishment type,"{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food establishment type""}"
NOBLE SMOKE,2216 FREEDOM DR,Charlotte,NC,,NOBLE SMOKE,,other,,bbq,0.9,BBQ restaurant,"{""category"":""bbq"",""confidence"":0.9,""reason"":""BBQ restaurant""}"
NOBORU,20465 CHARTWELL CENTER DR,Charlotte,NC,,NOBORU,,other,,other,0.0,No information available,"{""category"":""other"",""confidence"":0.0,""reason"":""No information available""}"
NODA BODEGA,1200 E 36TH ST,Charlotte,NC,,NODA BODEGA,,other,,fast_food_mexican,1.0,NODA BODEGA is a Mexican restaurant,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""NODA BODEGA is a Mexican restaurant""}"
NOODLES & COMPANY,8016 PROVIDENCE RD,Charlotte,NC,,NOODLES & COMPANY,,other,,asian_chinese,0.9,Typical Asian-Chinese restaurant name and cuisine type,"{""category"":""asian_chinese"",""confidence"":0.9,""reason"":""Typical Asian-Chinese restaurant name and cuisine type""}"
NOODLES AND COMPANY,8926 J M KEYNES DR,Charlotte,NC,,NOODLES AND COMPANY,,other,,asian_chinese,0.8,Typical Asian-Chinese restaurant name and cuisine type,"{""category"":""asian_chinese"",""confidence"":0.8,""reason"":""Typical Asian-Chinese restaurant name and cuisine type""}"
NOR'EAST TREATS & EATS,5401 E INDEPENDENCE BV,Charlotte,NC,,NOR EAST TREATS & EATS,,other,,bakery_cafe,0.8,treats and eats suggests bakery or dessert focused establishment,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""treats and eats suggests bakery or dessert focused establishment""}"
NORTH DAVIDSON UMC,1025 E 36TH ST,Charlotte,NC,,NORTH DAVIDSON UMC,,other,,institutional,1.0,school/hospital/venue/cafeteria,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school/hospital/venue/cafeteria""}"
NORTH HARBOR CLUB,100 NORTH HARBOR PL,Charlotte,NC,,NORTH HARBOR CLUB,,other,,bar,1.0,establishment type indicated by name,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment type indicated by name""}"
NORTH ITALIA,1414 S TRYON ST,Charlotte,NC,,NORTH ITALIA,,other,,other,0.9,normalized name indicates italian cuisine,"{""category"":""italian"", ""confidence"":0.9, ""reason"":""normalized name indicates italian cuisine""}"
NORTH ITALIAN BALLANTYNE,15120 BOWL ST,Charlotte,NC,,NORTH ITALIAN BALLANTYNE,,other,,other,0.9,Italian cuisine and location,"{""category"":""italian"", ""confidence"":0.9, ""reason"":""Italian cuisine and location""}"
NOTHING BUT NOODLES,12740 S TRYON ST,Charlotte,NC,,NOTHING BUT NOODLES,,other,,asian_other,0.8,"Asian cuisine, noodle-focused restaurant","{""category"":""asian_other"",""confidence"":0.8,""reason"":""Asian cuisine, noodle-focused restaurant""}"
NOTHING BUT NOODLES,7930 REA RD,Charlotte,NC,,NOTHING BUT NOODLES,,other,,asian_other,1.0,Noodle restaurant,"{""category"":""asian_other"",""confidence"":1.0,""reason"":""Noodle restaurant""}"
NOVANT HEALTH BALLANTYNE MEDICAL CTR FOOD SERVICE,10905 PROVIDENCE RD WEST,Charlotte,NC,,NOVANT HEALTH BALLANTYNE MEDICAL CTR FOOD SERVICE,,other,,institutional,1.0,hospital/medical center food service,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hospital/medical center food service""}"
NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,1901 RANDOLPH RD,Charlotte,NC,,NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,,other,,institutional,1.0,hospital,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hospital""}"
NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TOWNSHIP PKY,Charlotte,NC,,NOVANT HEALTH MATTHEWS MEDICAL CENTER,,other,,institutional,1.0,hospital,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hospital""}"
NOVANT HEALTH MINT HILL MEDICAL CENTER,8201 HEALTHCARE LP,Charlotte,NC,,NOVANT HEALTH MINT HILL MEDICAL CENTER,,other,,institutional,1.0,healthcare facility,"{""category"":""institutional"",""confidence"":1.0,""reason"":""healthcare facility""}"
NUVOLE22,220 E TRADE ST,Charlotte,NC,,NUVOLE22,,other,,other,0.0,No specific category available,"{""category"":""other"",""confidence"":0.0,""reason"":""No specific category available""}"
O-KU CHARLOTTE,2000 SOUTH BV,Charlotte,NC,,O-KU CHARLOTTE,,other,,asian_chinese,1.0,O-KU CHARLOTTE is a Chinese restaurant,"{""category"":""asian_chinese"",""confidence"":1.0,""reason"":""O-KU CHARLOTTE is a Chinese restaurant""}"
OAK GROVE METHODIST CHURCH,6440 OLD STATESVILLE RD,Charlotte,NC,,OAK GROVE METHODIST CHURCH,,other,,other,1.0,church,"{""category"":""institution"",""confidence"":1.0,""reason"":""church""}"
"OG ASIAN EATERY AND KTV, THE",10610 CENTRUM PY,Charlotte,NC,,OG ASIAN EATERY AND KTV,,other,,asian_chinese,0.9,KTV and Asian eatery suggests Chinese cuisine,"{""category"":""asian_chinese"",""confidence"":0.9,""reason"":""KTV and Asian eatery suggests Chinese cuisine""}"
OGGI RISTORANTE ITALIANO,16646 HAWFIELD WAY DR,Charlotte,NC,,OGGI RISTORANTE ITALIANO,,other,,other,0.9,Italian restaurant,"{""category"":""italian"", ""confidence"":0.9, ""reason"":""Italian restaurant""}"
OH MY SOUL,3046 N DAVIDSON ST,Charlotte,NC,,OH MY SOUL,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
OLIVE GARDEN #1312,9421 PINEVILLE-MATTHEWS RD,Charlotte,NC,,OLIVE GARDEN,,other,,fast_food_mexican,0.8,Typical Olive Garden restaurant,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Typical Olive Garden restaurant""}"
OLIVE GARDEN #1682,8225 NORTHLAKE COMMONS BV,Charlotte,NC,,OLIVE GARDEN,,other,,fast_food_mexican,0.8,Typical Olive Garden restaurant,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Typical Olive Garden restaurant""}"
OMAKASE BY PRIMEFISH,2907 PROVIDENCE RD,Charlotte,NC,,OMAKASE BY PRIMEFISH,,other,,asian_japanese,1.0,"OMAKASE is a Japanese culinary term for a high-end, multi-course meal experience","{""category"":""asian_japanese"",""confidence"":1.0,""reason"":""OMAKASE is a Japanese culinary term for a high-end, multi-course meal experience""}"
ON THE BORDER #186,8315 NORTHLAKE COMMONS BV,Charlotte,NC,,ON THE BORDER,,other,,fast_food_mexican,1.0,ON THE BORDER is a Mexican-themed fast food chain,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""ON THE BORDER is a Mexican-themed fast food chain""}"
OPEN RICE BLAKENEY,9882 REA RD,Charlotte,NC,,OPEN RICE BLAKENEY,,other,,other,0.8,"Restaurant type not specified, but 'Open Rice' suggests Asian cuisine, and Blaneyey is unclear","{""category"":""other"",""confidence"":0.8,""reason"":""Restaurant type not specified, but 'Open Rice' suggests Asian cuisine, and Blaneyey is unclear""}"
"ORIGINAL NY BAGELS, THE",610 JETTON ST,Charlotte,NC,,ORIGINAL NY BAGELS,,other,,bakery_cafe,1.0,bagel shop,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""bagel shop""}"
"ORIGINAL NY BAGELS, THE",9810 GILEAD RD,Charlotte,NC,,ORIGINAL NY BAGELS,,other,,bakery_cafe,1.0,Bagel shop and bakery,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bagel shop and bakery""}"
"ORIGINAL PANCAKE HOUSE, THE",4736 SHARON RD,Charlotte,NC,,ORIGINAL PANCAKE HOUSE,,other,,bakery_cafe,0.8,breakfast/brunch focused establishment with pancake house in the name,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""breakfast/brunch focused establishment with pancake house in the name""}"
"ORIGINAL PANCAKE HOUSE, THE",915 CHARLOTTETOWNE AV,Charlotte,NC,,ORIGINAL PANCAKE HOUSE,,other,,bakery_cafe,0.8,breakfast/brunch focused establishment with pancake house in the name,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""breakfast/brunch focused establishment with pancake house in the name""}"
OROSOKO,130 W BLAND ST,Charlotte,NC,,OROSOKO,,other,,other,1.0,No clear indication of food type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type""}"
OSAKA JAPANESE CUISINE,3531 MATTHEWS-MINT HILL RD,Charlotte,NC,,OSAKA JAPANESE CUISINE,,other,,asian_japanese,0.9,Japanese cuisine,"{""category"":""asian_japanese"",""confidence"":0.9,""reason"":""Japanese cuisine""}"
OSHEN,7741 COLONY RD,Charlotte,NC,,OSHEN,,other,,other,0.0,insufficient information,"{""category"":""other"",""confidence"":0.0,""reason"":""insufficient information""}"
OSTERIA LUCA PARK RD,4127 PARK RD,Charlotte,NC,,OSTERIA LUCA PARK RD,,other,,other,0.8,Italian restaurant name and location,"{""category"":""italian"", ""confidence"":0.8, ""reason"":""Italian restaurant name and location""}"
OUTRIGGER AT SAFE HARBOR PENINSULA CLUB,18501 HARBOR LIGHT BV,Charlotte,NC,,OUTRIGGER AT SAFE HARBOR PENINSULA CLUB,,other,,bar,1.0,establishment is a bar,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment is a bar""}"
PALM BERRIES CORNELIUS,19722 ONE NORMAN BV,Charlotte,NC,,PALM BERRIES CORNELIUS,,other,,grocery_deli,0.8,Establishment name suggests grocery/deli type,"{""category"":""grocery_deli"",""confidence"":0.8,""reason"":""Establishment name suggests grocery/deli type""}"
PANDA EXPRESS #1252,101 SENECA PL,Charlotte,NC,,PANDA EXPRESS,,other,,fast_food_chicken,0.9,Panda Express is a well-known chain of Chinese-American fast food restaurants that specializes in chicken dishes.,"{""category"":""fast_food_chicken"",""confidence"":0.9,""reason"":""Panda Express is a well-known chain of Chinese-American fast food restaurants that specializes in chicken dishes.""}"
PANDA EXPRESS #1601,9918 KNOCKANDO LN,Charlotte,NC,,PANDA EXPRESS,,other,,fast_food_chicken,0.9,Panda Express is a well-known chain of Chinese-American fast food restaurants that specializes in chicken dishes.,"{""category"":""fast_food_chicken"",""confidence"":0.9,""reason"":""Panda Express is a well-known chain of Chinese-American fast food restaurants that specializes in chicken dishes.""}"
PANDAS DEN,5724 E W T HARRIS BV,Charlotte,NC,,PANDAS DEN,,other,,other,0.9,"No clear indication of food type, may be a restaurant or bar","{""category"":""other"",""confidence"":0.9,""reason"":""No clear indication of food type, may be a restaurant or bar""}"
PANERA BREAD # 6352,209 S KINGS DR,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1043,9321 J W CLAY BV,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,0.8,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1050,9309 CENTER LAKE DR,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1217,9905 KNOCKANDO LN,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,"PANERA BREAD is a bakery-cafe chain known for its bread and baked goods, as well as coffee and other food items.","{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""PANERA BREAD is a bakery-cafe chain known for its bread and baked goods, as well as coffee and other food items.""}"
PANERA BREAD #1218,5940 FAIRVIEW RD,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1686,3207 PINEVILLE-MATTHEWS RD,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1707,306 S SHARON AMITY RD,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1766,1000 BLYTHE BV,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #1966,11630 WAVERLY CENTER DR,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #601990,3625 CITY PARK DR,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #774,1904 MATTHEWS TOWNSHIP PY,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #863,14835 BALLANTYNE VILLAGE WY,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD #922,8152 S TRYON ST,Charlotte,NC,,PANERA BREAD,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD A CONCOURSE,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,PANERA BREAD A CONCOURSE,,other,,bakery_cafe,0.8,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""Bakery and cafe focused establishment""}"
PANERA BREAD UPTOWN #1406,201 S COLLEGE ST,Charlotte,NC,,PANERA BREAD UPTOWN,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
PANTHERS DEN #322-326,800 S MINT ST,Charlotte,NC,,PANTHERS DEN -,,other,,other,0.5,"Establishment type not specified, likely a bar or nightclub based on the name and location","{""category"":""other"",""confidence"":0.5,""reason"":""Establishment type not specified, likely a bar or nightclub based on the name and location""}"
PAPAS HOUSE BEER AND WINE,710 MAIN ST,Charlotte,NC,,PAPAS HOUSE BEER AND WINE,,other,,bar,1.0,contains beer and wine,"{""category"":""bar"",""confidence"":1.0,""reason"":""contains beer and wine""}"
PAPER DOLL LOUNGE,3221 WILKINSON BV,Charlotte,NC,,PAPER DOLL LOUNGE,,other,,other,0.0,unknown establishment type,"{""category"":""other"",""confidence"":0.0,""reason"":""unknown establishment type""}"
PARA,235  W TREMONT AV,Charlotte,NC,,PARA,,other,,fast_food_burger,1.0,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger joint""}"
PARADISE VALLEY PAR 3 GOLF COURSE,110 BARTON CREEK DR,Charlotte,NC,,PARADISE VALLEY PAR GOLF COURSE,,other,,institutional,1.0,venue,"{""category"":""institutional"",""confidence"":1.0,""reason"":""venue""}"
PARK ROAD SODA SHOPPE,4121 PARK RD,Charlotte,NC,,PARK ROAD SODA SHOPPE,,other,,food_truck,0.8,"Soda shoppe suggests a casual, portable food establishment","{""category"":""food_truck"",""confidence"":0.8,""reason"":""Soda shoppe suggests a casual, portable food establishment""}"
PASTA & PROVISIONS,1600 S MINT ST,Charlotte,NC,,PASTA & PROVISIONS,,other,,other,1.0,No clear indication of food type or cuisine,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type or cuisine""}"
PASTA & PROVISIONS,4700 PARK RD,Charlotte,NC,,PASTA & PROVISIONS,,other,,other,1.0,No clear indication of food type or cuisine,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type or cuisine""}"
PENGUIN,1531 EAST BV,Charlotte,NC,,PENGUIN,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
PENINSULA PRIME,19918 NORTH COVE RD,Charlotte,NC,,PENINSULA PRIME,,other,,other,0.8,"No clear indication of food type, but 'Prime' suggests upscale dining","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, but 'Prime' suggests upscale dining""}"
PEPPERVINE,4620 PIEDMONT ROW DR,Charlotte,NC,,PEPPERVINE,,other,,bbq,1.0,PEPPERVINE is a BBQ restaurant,"{""category"":""bbq"",""confidence"":1.0,""reason"":""PEPPERVINE is a BBQ restaurant""}"
PHILLY CORNER,8535 HANKINS RD,Charlotte,NC,,PHILLY CORNER,,other,,fast_food_burger,0.8,Typical fast food establishment with burger options,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food establishment with burger options""}"
PIADA COTSWOLD VILLAGE,282 S SHARON AMITY RD,Charlotte,NC,,PIADA COTSWOLD VILLAGE,,other,,fast_food_burger,0.8,Typical fast food restaurant chain,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food restaurant chain""}"
PIADA UNIVERSITY POINT,8932 J M KEYNES DR,Charlotte,NC,,PIADA UNIVERSITY POINT,,other,,institutional,1.0,University Point is a food court located within the University of North Carolina at Charlotte,"{""category"":""institutional"",""confidence"":1.0,""reason"":""University Point is a food court located within the University of North Carolina at Charlotte""}"
PIATTO EXPRESS,1431 SARDIS RD N,Charlotte,NC,,PIATTO EXPRESS,,other,,fast_food_mexican,0.8,Typical Mexican fast food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Typical Mexican fast food establishment""}"
"PICKLED PEACH, THE",202 S MAIN ST,Charlotte,NC,,PICKLED PEACH,,other,,other,0.9,Unique name and no clear indication of food type,"{""category"":""other"",""confidence"":0.9,""reason"":""Unique name and no clear indication of food type""}"
PIEDMONT SOCIAL HOUSE,2135 AYRSLEY TOWN BV,Charlotte,NC,,PIEDMONT SOCIAL HOUSE,,other,,other,0.0,No clear indication of food establishment type,"{""category"":""other"",""confidence"":0.0,""reason"":""No clear indication of food establishment type""}"
